Gender,HeadCircumference,ShoulderWidth,ChestWidth,Belly,Waist,Hips,ArmLength,ShoulderToWaist,WaistToKnee,LegLength,TotalHeight
1,27.94,15.24,38.1,33.02,30.48,35.56,22.86,22.86,15.24,33.02,50.8
0,27.94,12.7,40.64,33.02,33.02,38.1,22.86,22.86,17.78,33.02,53.34
1,30.48,12.7,43.18,30.48,33.02,38.1,25.4,22.86,20.32,33.02,55.88
1,33.02,12.7,43.18,33.02,35.56,40.64,25.4,22.86,20.32,35.56,58.42
0,35.56,12.7,45.72,35.56,35.56,43.18,25.4,22.86,20.32,38.1,60.96
0,50.8,35.56,48.26,43.18,40.64,45.72,45.72,50.8,30.48,66.04,109.22
1,53.34,38.1,50.8,45.72,40.64,45.72,45.72,53.34,30.48,68.58,111.76
1,55.88,38.1,50.8,48.26,45.72,50.8,48.26,55.88,30.48,66.04,114.3
1,55.88,30.48,63.5,55.88,66.04,60.96,17.78,38.1,10.16,81.28,129.54
0,55.88,30.48,63.5,58.42,68.58,66.04,20.32,40.64,35.56,81.28,132.08
0,50.8,33.02,66.04,58.42,66.04,68.58,25.4,48.26,48.26,78.74,132.08
1,53.34,35.56,66.04,53.34,58.42,73.66,27.94,45.72,45.72,81.28,134.62
1,58.42,38.1,66.04,53.34,50.8,55.88,33.02,48.26,48.26,81.28,137.16
0,60.96,40.64,68.58,60.96,58.42,60.96,43.18,48.26,50.8,83.82,139.7
1,60.96,40.64,71.12,68.58,66.04,71.12,48.26,50.8,53.34,86.36,142.24
1,66.04,43.18,71.12,66.04,63.5,68.58,50.8,53.34,55.88,91.44,144.78
1,66.04,40.64,68.58,71.12,63.5,71.12,53.34,55.88,60.96,71.12,149.86
0,66.04,45.72,71.12,71.12,63.5,68.58,53.34,55.88,63.5,99.06,149.86
1,71.12,45.72,68.58,55.88,63.5,68.58,53.34,58.42,66.04,101.6,157.48
1,66.04,45.72,71.12,58.42,63.5,68.58,53.34,58.42,66.04,101.6,160.02
0,66.04,45.72,76.2,63.5,66.04,73.66,71.12,66.04,71.12,104.14,165.1
1,68.58,45.72,76.2,66.04,66.04,73.66,73.66,66.04,71.12,104.14,142.24
1,71.12,66.04,78.74,71.12,71.12,73.66,76.2,66.04,73.66,106.68,172.72
0,73.66,48.26,81.28,71.12,68.58,73.66,78.74,66.04,76.2,106.68,170.18
1,73.66,50.8,78.74,66.04,66.04,73.66,76.2,68.58,76.2,106.68,175.26
1,71.12,45.72,71.12,58.42,63.5,68.58,53.34,66.04,73.66,101.6,172.72
0,66.04,43.18,71.12,53.34,66.04,71.12,68.58,66.04,73.66,101.6,175.26
1,71.12,45.72,71.12,55.88,63.5,66.04,63.5,68.58,71.12,53.34,172.72
1,66.04,50.8,68.58,71.12,66.04,71.12,68.58,71.12,71.12,106.68,182.88
1,45.72,22.86,20.32,48.26,45.72,50.8,22.86,25.4,20.32,35.56,78.74
0,48.26,22.86,22.86,50.8,48.26,53.34,50.8,27.94,22.86,40.64,88.9
1,27.94,20.32,27.94,48.26,30.48,27.94,40.64,25.4,22.86,45.72,81.28
0,45.72,20.32,25.4,17.78,40.64,25.4,50.8,30.48,25.4,50.8,88.9
0,50.8,25.4,25.4,50.8,50.8,50.8,33.02,33.02,27.94,55.88,96.52
1,48.26,25.4,25.4,50.8,50.8,50.8,33.02,33.02,25.4,27.94,96.52
0,50.8,27.94,27.94,55.88,55.88,55.88,40.64,30.48,30.48,55.88,99.06
1,50.8,27.94,25.4,50.8,50.8,53.34,45.72,25.4,30.48,48.26,93.98
1,50.8,27.94,27.94,55.88,55.88,55.88,40.64,30.48,30.48,55.88,99.06
1,50.8,25.4,22.86,55.88,58.42,60.96,35.56,38.1,27.94,55.88,106.68
1,53.34,22.86,22.86,50.8,50.8,50.8,35.56,27.94,22.86,43.18,93.98
0,53.34,25.4,15.24,48.26,50.8,48.26,30.48,48.26,22.86,43.18,96.52
0,50.8,22.86,25.4,55.88,53.34,50.8,30.48,45.72,30.48,45.72,99.06
1,45.72,45.72,22.86,48.26,30.48,22.86,35.56,27.94,33.02,53.34,106.68
0,48.26,33.02,27.94,50.8,55.88,27.94,45.72,35.56,22.86,81.28,127
1,53.34,27.94,22.86,50.8,55.88,25.4,43.18,48.26,48.26,81.28,127
0,55.88,43.18,38.1,93.98,96.52,106.68,48.26,55.88,45.72,88.9,149.86
1,50.8,48.26,43.18,111.76,106.68,116.84,71.12,48.26,66.04,93.98,167.64
1,55.88,35.56,40.64,86.36,50.8,96.52,60.96,48.26,48.26,88.9,162.56
0,53.34,45.72,48.26,86.36,93.98,99.06,55.88,43.18,38.1,83.82,149.86
1,58.42,53.34,48.26,106.68,96.52,111.76,71.12,55.88,45.72,93.98,167.64
1,55.88,43.18,35.56,83.82,83.82,93.98,63.5,60.96,58.42,104.14,172.72
0,60.96,48.26,43.18,116.84,121.92,160.02,50.8,60.96,38.1,86.36,152.4
0,55.88,40.64,43.18,104.14,35.56,114.3,48.26,40.64,43.18,83.82,152.4
0,55.88,45.72,40.64,114.3,119.38,157.48,48.26,53.34,43.18,83.82,157.48
1,55.88,45.72,35.56,114.3,114.3,116.84,63.5,68.58,55.88,99.06,177.8
1,58.42,48.26,38.1,93.98,91.44,99.06,60.96,55.88,50.8,91.44,165.1
1,55.88,45.72,40.64,91.44,99.06,104.14,60.96,78.74,63.5,99.06,172.72
1,60.96,53.34,50.8,119.38,114.3,111.76,58.42,76.2,58.42,96.52,170.18
1,55.88,45.72,40.64,91.44,99.06,104.14,60.96,78.74,63.5,99.06,172.72
1,55.88,53.34,45.72,114.3,109.22,114.3,55.88,81.28,58.42,91.44,162.56
1,58.42,43.18,40.64,101.6,99.06,101.6,63.5,76.2,60.96,93.98,162.56
1,63.5,48.26,43.18,106.68,111.76,111.76,60.96,66.04,68.58,101.6,175.26
1,55.88,45.72,35.56,114.3,114.3,116.84,63.5,68.58,55.88,99.06,177.8
1,53.34,45.72,43.18,91.44,93.98,93.98,58.42,58.42,48.26,91.44,162.56
1,58.42,48.26,43.18,109.22,111.76,114.3,60.96,78.74,60.96,91.44,170.18
1,55.88,43.18,38.1,83.82,83.82,93.98,63.5,60.96,58.42,104.14,172.72
1,58.42,48.26,38.1,93.98,91.44,99.06,60.96,55.88,50.8,91.44,165.1
1,55.88,43.18,40.64,88.9,91.44,93.98,63.5,55.88,58.42,91.44,170.18
1,55.88,45.72,48.26,81.28,88.9,99.06,55.88,68.58,60.96,96.52,172.72
1,58.42,53.34,43.18,106.68,96.52,111.76,71.12,55.88,45.72,93.98,167.64
1,50.8,48.26,40.64,111.76,106.68,116.84,71.12,48.26,50.8,96.52,162.56
0,53.34,38.1,38.1,88.9,96.52,101.6,55.88,45.72,48.26,86.36,152.4
0,55.88,45.72,50.8,78.74,81.28,81.28,53.34,45.72,48.26,88.9,154.94
0,58.42,48.26,58.42,81.28,93.98,101.6,58.42,48.26,55.88,93.98,149.86
0,58.42,40.64,43.18,101.6,104.14,114.3,53.34,55.88,53.34,93.98,165.1
0,55.88,40.64,22.86,104.14,104.14,114.3,48.26,40.64,43.18,83.82,152.4
0,48.26,22.86,40.64,50.8,45.72,53.34,48.26,27.94,22.86,40.64,88.9
1,55.88,45.72,43.18,93.98,50.8,96.52,60.96,43.18,48.26,88.9,162.56
0,60.96,48.26,38.1,116.84,121.92,160.02,50.8,55.88,38.1,86.36,152.4
0,55.88,43.18,25.4,93.98,96.52,106.68,48.26,53.34,45.72,88.9,149.86
1,53.34,27.94,22.86,58.42,60.96,66.04,40.64,43.18,30.48,66.04,124.46
1,50.8,25.4,20.32,55.88,58.42,60.96,35.56,38.1,27.94,55.88,106.68
1,45.72,22.86,40.64,48.26,45.72,50.8,22.86,25.4,17.78,33.02,78.74
0,55.88,45.72,40.64,114.3,119.38,157.48,48.26,53.34,43.18,83.82,157.48
0,55.88,45.72,48.26,109.22,114.3,149.86,48.26,50.8,40.64,83.82,152.4
0,53.34,45.72,48.26,86.36,93.98,99.06,55.88,43.18,38.1,83.82,149.86
1,50.8,35.56,30.48,60.96,63.5,30.48,48.26,35.56,35.56,76.2,132.08
1,48.26,27.94,22.86,33.02,55.88,22.86,38.1,33.02,33.02,50.8,114.3
1,50.8,30.48,25.4,55.88,55.88,27.94,40.64,35.56,30.48,66.04,119.38
1,53.34,22.86,22.86,50.8,50.8,25.4,35.56,27.94,22.86,43.18,93.98
1,50.8,30.48,22.86,27.94,58.42,22.86,35.56,43.18,58.42,50.8,104.14
1,53.34,27.94,22.86,25.4,55.88,25.4,43.18,48.26,73.66,55.88,127
1,53.34,30.48,22.86,25.4,55.88,30.48,38.1,45.72,60.96,63.5,111.76
1,53.34,27.94,20.32,27.94,55.88,27.94,33.02,27.94,22.86,53.34,116.84
1,50.8,30.48,22.86,25.4,58.42,25.4,30.48,43.18,30.48,55.88,114.3
1,53.34,33.02,27.94,25.4,53.34,25.4,33.02,43.18,30.48,55.88,114.3
1,50.8,27.94,25.4,58.42,60.96,27.94,45.72,33.02,33.02,71.12,127
1,50.8,22.86,22.86,50.8,50.8,25.4,35.56,27.94,22.86,43.18,93.98
1,50.8,25.4,22.86,50.8,50.8,25.4,35.56,27.94,22.86,43.18,91.44
1,53.34,25.4,15.24,50.8,53.34,25.4,33.02,30.48,22.86,45.72,93.98
0,53.34,22.86,25.4,48.26,50.8,22.86,30.48,48.26,22.86,43.18,96.52
0,50.8,22.86,25.4,55.88,53.34,25.4,30.48,45.72,30.48,45.72,99.06
0,48.26,10.16,22.86,50.8,50.8,27.94,33.02,30.48,22.86,48.26,93.98
0,50.8,12.7,25.4,50.8,50.8,25.4,35.56,27.94,22.86,43.18,91.44
0,50.8,35.56,30.48,53.34,55.88,27.94,33.02,30.48,22.86,40.64,93.98
0,50.8,33.02,33.02,60.96,63.5,30.48,48.26,35.56,35.56,76.2,127
0,53.34,22.86,22.86,50.8,55.88,30.48,50.8,33.02,22.86,78.74,129.54
0,50.8,22.86,22.86,50.8,50.8,25.4,35.56,27.94,22.86,43.18,93.98
0,50.8,27.94,33.02,53.34,50.8,22.86,33.02,30.48,22.86,45.72,93.98
0,55.88,35.56,30.48,60.96,60.96,33.02,45.72,35.56,35.56,88.9,127
0,48.26,35.56,27.94,58.42,53.34,27.94,48.26,33.02,35.56,78.74,129.54
0,48.26,33.02,30.48,50.8,55.88,27.94,45.72,35.56,22.86,81.28,127
0,50.8,33.02,27.94,53.34,50.8,25.4,48.26,33.02,22.86,88.9,139.7
0,48.26,35.56,27.94,50.8,55.88,25.4,48.26,45.72,22.86,76.2,91.44
1,48.26,48.26,27.94,53.34,33.02,25.4,38.1,30.48,35.56,55.88,109.22
1,48.26,48.26,25.4,27.94,30.48,30.48,43.18,48.26,38.1,63.5,109.22
1,50.8,50.8,33.02,55.88,30.48,27.94,48.26,55.88,45.72,73.66,119.38
1,50.8,48.26,33.02,53.34,30.48,27.94,48.26,53.34,45.72,73.66,116.84
1,53.34,50.8,38.1,55.88,33.02,33.02,53.34,58.42,48.26,76.2,121.92
1,53.34,48.26,35.56,53.34,30.48,27.94,50.8,53.34,45.72,78.74,124.46
1,55.88,48.26,33.02,50.8,27.94,25.4,48.26,50.8,43.18,43.18,116.84
1,48.26,48.26,27.94,53.34,33.02,27.94,40.64,30.48,35.56,55.88,109.22
0,48.26,45.72,30.48,55.88,30.48,30.48,38.1,30.48,35.56,53.34,109.22
1,45.72,45.72,22.86,48.26,30.48,22.86,35.56,27.94,33.02,53.34,106.68
1,48.26,48.26,25.4,50.8,33.02,25.4,38.1,30.48,35.56,55.88,109.22
0,55.88,22.86,25.4,45.72,53.34,55.88,35.56,27.94,58.42,60.96,99.06
1,50.8,35.56,27.94,60.96,63.5,68.58,50.8,45.72,40.64,71.12,71.12
1,48.26,33.02,27.94,53.34,55.88,60.96,43.18,38.1,48.26,53.34,109.22
0,50.8,33.02,25.4,50.8,63.5,60.96,40.64,58.42,45.72,53.34,104.14
0,50.8,33.02,25.4,55.88,58.42,60.96,45.72,48.26,43.18,63.5,111.76
0,48.26,33.02,22.86,73.66,58.42,63.5,45.72,40.64,43.18,60.96,111.76
1,50.8,33.02,27.94,60.96,60.96,63.5,45.72,38.1,43.18,66.04,119.38
1,53.34,33.02,27.94,58.42,66.04,63.5,45.72,40.64,43.18,66.04,116.84
1,45.72,27.94,22.86,50.8,30.48,60.96,43.18,38.1,40.64,58.42,111.76
0,50.8,35.56,25.4,66.04,66.04,71.12,45.72,40.64,40.64,71.12,121.92
0,55.88,30.48,22.86,50.8,58.42,58.42,45.72,33.02,43.18,58.42,111.76
0,60.96,33.02,25.4,63.5,68.58,66.04,50.8,40.64,38.1,66.04,119.38
0,53.34,27.94,25.4,55.88,58.42,66.04,43.18,38.1,38.1,68.58,121.92
0,55.88,35.56,35.56,60.96,68.58,71.12,58.42,55.88,48.26,83.82,137.16
0,50.8,33.02,27.94,55.88,58.42,58.42,68.58,58.42,40.64,43.18,132.08
0,55.88,35.56,35.56,60.96,68.58,71.12,58.42,55.88,48.26,81.28,137.16
0,53.34,33.02,30.48,58.42,63.5,66.04,43.18,43.18,48.26,73.66,129.54
1,48.26,25.4,25.4,50.8,50.8,50.8,33.02,33.02,25.4,55.88,96.52
1,53.34,35.56,30.48,55.88,60.96,63.5,45.72,43.18,71.12,71.12,114.3
0,53.34,38.1,30.48,60.96,66.04,71.12,45.72,43.18,38.1,71.12,111.76
0,50.8,25.4,25.4,50.8,50.8,50.8,33.02,33.02,25.4,55.88,96.52
1,50.8,33.02,27.94,55.88,58.42,58.42,68.58,55.88,40.64,43.18,132.08
0,50.8,35.56,30.48,60.96,66.04,27.94,43.18,40.64,40.64,66.04,121.92
1,55.88,35.56,35.56,68.58,71.12,58.42,55.88,48.26,58.42,33.02,137.16
1,55.88,22.86,25.4,45.72,53.34,55.88,35.56,27.94,58.42,60.96,99.06
0,60.96,33.02,25.4,63.5,68.58,66.04,50.8,40.64,38.1,66.04,119.38
0,50.8,35.56,27.94,53.34,58.42,27.94,43.18,48.26,38.1,63.5,116.84
0,50.8,33.02,25.4,50.8,63.5,60.96,40.64,58.42,45.72,53.34,111.76
1,50.8,30.48,33.02,60.96,63.5,68.58,60.96,40.64,45.72,78.74,109.22
0,50.8,25.4,33.02,55.88,25.4,30.48,58.42,38.1,33.02,66.04,114.3
1,48.26,22.86,27.94,50.8,27.94,33.02,45.72,30.48,30.48,55.88,104.14
1,53.34,25.4,30.48,55.88,22.86,30.48,48.26,33.02,30.48,58.42,109.22
1,40.64,25.4,27.94,50.8,25.4,35.56,50.8,27.94,33.02,63.5,109.22
0,48.26,25.4,33.02,53.34,27.94,27.94,40.64,33.02,33.02,58.42,109.22
1,50.8,25.4,30.48,48.26,22.86,27.94,48.26,33.02,33.02,63.5,114.3
0,50.8,25.4,33.02,48.26,25.4,35.56,48.26,27.94,30.48,63.5,106.68
1,50.8,30.48,43.18,58.42,27.94,35.56,58.42,35.56,38.1,73.66,129.54
1,53.34,25.4,30.48,53.34,30.48,33.02,53.34,33.02,35.56,66.04,116.84
0,50.8,27.94,30.48,50.8,25.4,35.56,53.34,27.94,35.56,71.12,121.92
1,50.8,30.48,30.48,53.34,30.48,33.02,60.96,33.02,38.1,71.12,124.46
1,50.8,25.4,33.02,53.34,30.48,33.02,50.8,30.48,33.02,60.96,111.76
1,53.34,27.94,33.02,55.88,30.48,27.94,53.34,30.48,30.48,60.96,111.76
1,50.8,25.4,30.48,48.26,25.4,27.94,45.72,33.02,30.48,60.96,109.22
1,50.8,22.86,30.48,48.26,25.4,30.48,45.72,30.48,48.26,50.8,99.06
1,48.26,22.86,27.94,50.8,27.94,25.4,43.18,30.48,27.94,55.88,99.06
0,45.72,20.32,25.4,43.18,15.24,22.86,30.48,22.86,25.4,50.8,88.9
0,50.8,22.86,27.94,53.34,27.94,35.56,50.8,30.48,33.02,60.96,111.76
1,50.8,30.48,43.18,58.42,27.94,43.18,58.42,35.56,38.1,73.66,106.68
1,48.26,20.32,27.94,50.8,27.94,38.1,30.48,1,55.88,60.96,114.3
0,50.8,27.94,38.1,53.34,30.48,33.02,55.88,33.02,38.1,71.12,121.92
0,50.8,25.4,35.56,53.34,30.48,63.5,55.88,35.56,35.56,68.58,119.38
0,50.8,27.94,40.64,53.34,35.56,35.56,55.88,35.56,38.1,76.2,132.08
0,48.26,25.4,35.56,53.34,27.94,35.56,43.18,33.02,35.56,68.58,116.84
0,53.34,27.94,30.48,53.34,30.48,27.94,55.88,33.02,35.56,66.04,116.84
0,48.26,25.4,30.48,50.8,25.4,25.4,53.34,30.48,27.94,55.88,96.52
1,48.26,20.32,27.94,48.26,17.78,33.02,45.72,25.4,22.86,45.72,81.28
0,50.8,30.48,35.56,58.42,33.02,38.1,40.64,33.02,40.64,76.2,129.54
0,50.8,35.56,38.1,60.96,30.48,38.1,63.5,33.02,43.18,78.74,129.54
0,50.8,35.56,33.02,60.96,66.04,27.94,43.18,40.64,40.64,66.04,121.92
1,50.8,35.56,33.02,58.42,58.42,33.02,43.18,48.26,43.18,66.04,83.82
1,50.8,33.02,27.94,53.34,55.88,27.94,43.18,40.64,38.1,63.5,116.84
0,60.96,30.48,33.02,58.42,60.96,60.96,55.88,48.26,43.18,76.2,124.46
0,50.8,35.56,27.94,53.34,58.42,27.94,43.18,55.88,38.1,63.5,116.84
0,55.88,35.56,35.56,60.96,68.58,71.12,58.42,45.72,48.26,83.82,137.16
1,60.96,30.48,33.02,58.42,60.96,60.96,55.88,58.42,43.18,76.2,124.46
0,50.8,33.02,25.4,50.8,63.5,60.96,40.64,43.18,45.72,53.34,111.76
0,53.34,33.02,30.48,58.42,63.5,66.04,43.18,40.64,48.26,73.66,129.54
0,50.8,35.56,33.02,60.96,66.04,27.94,43.18,40.64,40.64,66.04,121.92
0,33.02,33.02,27.94,53.34,55.88,27.94,43.18,33.02,38.1,63.5,116.84
0,50.8,25.4,25.4,50.8,50.8,50.8,33.02,50.8,25.4,55.88,96.52
0,50.8,35.56,27.94,53.34,58.42,68.58,66.04,40.64,40.64,38.1,121.92
1,50.8,33.02,55.88,58.42,58.42,68.58,58.42,48.26,38.1,55.88,96.52
0,50.8,35.56,27.94,53.34,63.5,27.94,43.18,43.18,38.1,63.5,116.84
0,53.34,33.02,30.48,58.42,63.5,66.04,43.18,58.42,48.26,73.66,129.54
0,50.8,33.02,25.4,50.8,45.72,60.96,40.64,35.56,45.72,53.34,111.76
1,55.88,22.86,25.4,25.4,58.42,53.34,55.88,48.26,27.94,58.42,99.06
1,50.8,35.56,27.94,53.34,45.72,27.94,43.18,33.02,38.1,63.5,116.84
1,48.26,48.26,25.4,50.8,60.96,50.8,33.02,40.64,40.64,55.88,96.52
0,60.96,30.48,33.02,58.42,68.58,55.88,45.72,55.88,43.18,50.8,124.46
0,55.88,35.56,35.56,60.96,63.5,71.12,58.42,35.56,48.26,83.82,137.16
1,50.8,27.94,25.4,53.34,53.34,63.5,43.18,48.26,40.64,73.66,66.04
1,53.34,30.48,27.94,53.34,55.88,60.96,43.18,40.64,45.72,66.04,119.38
0,50.8,33.02,27.94,53.34,30.48,27.94,43.18,38.1,38.1,63.5,116.84
1,45.72,27.94,27.94,50.8,68.58,60.96,43.18,55.88,40.64,58.42,111.76
0,55.88,35.56,48.26,60.96,63.5,71.12,58.42,40.64,48.26,83.82,137.16
1,50.8,30.48,35.56,60.96,58.42,68.58,60.96,40.64,45.72,78.74,134.62
0,50.8,33.02,33.02,55.88,58.42,68.58,58.42,40.64,43.18,81.28,132.08
0,45.72,35.56,27.94,50.8,58.42,58.42,33.02,53.34,63.5,58.42,124.46
0,50.8,35.56,30.48,55.88,60.96,60.96,25.4,50.8,60.96,58.42,96.52
0,53.34,33.02,33.02,53.34,55.88,60.96,55.88,48.26,38.1,63.5,116.84
0,53.34,48.26,30.48,53.34,53.34,58.42,33.02,53.34,63.5,58.42,124.46
0,53.34,27.94,38.1,50.8,58.42,66.04,43.18,38.1,38.1,68.58,121.92
0,48.26,25.4,25.4,50.8,50.8,50.8,33.02,33.02,25.4,55.88,96.52
0,50.8,33.02,27.94,60.96,60.96,63.5,45.72,38.1,43.18,66.04,119.38
1,48.26,25.4,25.4,50.8,50.8,50.8,33.02,33.02,25.4,55.88,96.52
1,50.8,30.48,33.02,60.96,63.5,68.58,40.64,45.72,25.4,78.74,134.62
1,50.8,33.02,25.4,50.8,63.5,60.96,40.64,58.42,45.72,53.34,111.76
0,60.96,33.02,25.4,63.5,68.58,66.04,50.8,40.64,38.1,66.04,119.38
1,53.34,33.02,30.48,58.42,50.8,63.5,33.02,48.26,63.5,58.42,96.52
1,50.8,48.26,38.1,55.88,50.8,66.04,45.72,38.1,25.4,63.5,124.46
1,45.72,35.56,27.94,50.8,58.42,55.88,33.02,48.26,63.5,58.42,116.84
0,50.8,27.94,38.1,50.8,58.42,68.58,55.88,48.26,38.1,68.58,119.38
0,53.34,25.4,27.94,60.96,53.34,58.42,33.02,38.1,25.4,71.12,137.16
0,53.34,38.1,30.48,68.58,55.88,60.96,35.56,40.64,27.94,68.58,142.24
1,50.8,33.02,27.94,53.34,55.88,27.94,43.18,40.64,38.1,63.5,116.84
1,48.26,25.4,27.94,60.96,63.5,50.8,43.18,45.72,25.4,55.88,96.52
0,50.8,33.02,27.94,50.8,58.42,30.48,45.72,43.18,38.1,66.04,96.52
1,50.8,30.48,25.4,60.96,60.96,27.94,33.02,33.02,27.94,55.88,119.38
0,55.88,22.86,25.4,25.4,45.72,53.34,55.88,35.56,25.4,58.42,73.66
1,53.34,33.02,30.48,50.8,40.64,50.8,40.64,48.26,38.1,68.58,73.66
,50.8,33.02,27.94,53.34,60.96,27.94,55.88,35.56,38.1,63.5,111.76
0,53.34,38.1,30.48,60.96,66.04,71.12,45.72,43.18,60.96,71.12,119.38
0,53.34,33.02,33.02,53.34,55.88,38.1,53.34,63.5,63.5,68.58,137.16
1,55.88,22.86,25.4,45.72,53.34,55.88,48.26,66.04,38.1,68.58,111.76
0,50.8,33.02,25.4,50.8,63.5,60.96,40.64,58.42,40.64,53.34,111.76
1,45.72,27.94,22.86,50.8,30.48,60.96,43.18,38.1,40.64,58.42,111.76
1,53.34,15.24,48.26,48.26,58.42,58.42,50.8,35.56,43.18,50.8,93.98
1,53.34,12.7,22.86,45.72,53.34,53.34,48.26,30.48,33.02,58.42,104.14
0,50.8,27.94,27.94,55.88,55.88,55.88,40.64,30.48,30.48,55.88,99.06
0,50.8,30.48,25.4,50.8,53.34,58.42,45.72,40.64,35.56,48.26,76.2
0,50.8,27.94,25.4,53.34,53.34,50.8,50.8,33.02,33.02,55.88,81.28
1,53.34,27.94,27.94,55.88,55.88,53.34,48.26,33.02,30.48,53.34,81.28
0,53.34,27.94,27.94,50.8,55.88,58.42,45.72,30.48,27.94,55.88,76.2
0,50.8,33.02,27.94,53.34,55.88,60.96,38.1,35.56,30.48,60.96,111.76
1,50.8,27.94,25.4,50.8,50.8,53.34,45.72,25.4,30.48,48.26,93.98
0,53.34,35.56,35.56,66.04,73.66,78.74,43.18,78.74,43.18,83.82,139.7
0,48.26,27.94,27.94,55.88,55.88,55.88,38.1,38.1,30.48,60.96,111.76
0,58.42,35.56,30.48,60.96,50.8,78.74,53.34,43.18,45.72,86.36,144.78
0,53.34,35.56,33.02,58.42,60.96,66.04,53.34,30.48,45.72,83.82,144.78
1,53.34,33.02,27.94,53.34,60.96,63.5,48.26,25.4,35.56,127,132.08
0,53.34,30.48,27.94,60.96,50.8,71.12,50.8,25.4,40.64,33.02,134.62
0,50.8,30.48,27.94,53.34,60.96,63.5,43.18,40.64,40.64,68.58,121.92
0,53.34,25.4,25.4,53.34,55.88,60.96,30.48,27.94,30.48,58.42,81.28
0,60.96,35.56,27.94,58.42,63.5,71.12,55.88,45.72,38.1,86.36,147.32
1,50.8,30.48,27.94,55.88,60.96,66.04,40.64,33.02,35.56,66.04,116.84
1,50.8,30.48,27.94,55.88,60.96,60.96,40.64,38.1,35.56,68.58,114.3
0,58.42,38.1,30.48,60.96,68.58,76.2,68.58,53.34,50.8,93.98,149.86
0,50.8,30.48,27.94,58.42,60.96,66.04,43.18,38.1,35.56,73.66,124.46
0,50.8,30.48,27.94,55.88,63.5,68.58,48.26,38.1,43.18,83.82,129.54
1,50.8,27.94,27.94,55.88,55.88,55.88,40.64,30.48,30.48,55.88,99.06
0,53.34,33.02,35.56,58.42,55.88,27.94,30.48,53.34,43.18,55.88,99.06
0,58.42,30.48,27.94,55.88,53.34,66.04,50.8,40.64,43.18,33.02,134.62
0,12.7,33.02,58.42,55.88,27.94,40.64,40.64,35.56,45.72,127,132.08
0,58.42,38.1,30.48,60.96,68.58,76.2,30.48,38.1,10.16,73.66,124.46
0,50.8,30.48,27.94,55.88,63.5,73.66,48.26,45.72,30.48,60.96,111.76
0,50.8,25.4,30.48,53.34,50.8,33.02,50.8,35.56,35.56,60.96,114.3
0,40.64,27.94,33.02,50.8,53.34,35.56,48.26,30.48,35.56,60.96,111.76
0,50.8,30.48,33.02,48.26,33.02,35.56,53.34,30.48,38.1,66.04,116.84
0,50.8,27.94,33.02,55.88,30.48,35.56,55.88,33.02,35.56,66.04,121.92
0,48.26,25.4,30.48,50.8,30.48,30.48,50.8,33.02,33.02,60.96,114.3
1,48.26,25.4,30.48,53.34,27.94,27.94,43.18,27.94,27.94,53.34,96.52
1,50.8,22.86,27.94,48.26,25.4,25.4,45.72,33.02,25.4,45.72,96.52
1,50.8,22.86,33.02,48.26,25.4,27.94,48.26,27.94,27.94,53.34,93.98
0,48.26,22.86,25.4,45.72,25.4,27.94,40.64,25.4,27.94,50.8,91.44
0,50.8,25.4,25.4,45.72,22.86,27.94,40.64,27.94,25.4,45.72,96.52
0,48.26,25.4,27.94,48.26,22.86,27.94,43.18,27.94,27.94,50.8,96.52
0,48.26,25.4,30.48,50.8,25.4,27.94,43.18,27.94,27.94,53.34,99.06
1,50.8,20.32,27.94,50.8,22.86,25.4,38.1,25.4,25.4,43.18,91.44
0,50.8,22.86,25.4,48.26,25.4,25.4,43.18,30.48,30.48,55.88,96.52
0,50.8,22.86,30.48,48.26,22.86,27.94,43.18,30.48,27.94,53.34,93.98
0,53.34,27.94,35.56,58.42,33.02,38.1,60.96,38.1,48.26,73.66,137.16
0,53.34,35.56,38.1,63.5,30.48,40.64,68.58,35.56,40.64,76.2,134.62
0,55.88,33.02,38.1,60.96,30.48,35.56,68.58,40.64,48.26,86.36,137.16
0,50.8,33.02,38.1,60.96,33.02,33.02,60.96,38.1,40.64,60.96,137.16
1,53.34,33.02,40.64,68.58,35.56,43.18,66.04,38.1,48.26,86.36,139.7
0,55.88,27.94,35.56,53.34,25.4,27.94,55.88,33.02,35.56,68.58,111.76
0,53.34,33.02,35.56,60.96,33.02,35.56,63.5,35.56,40.64,81.28,134.62
0,53.34,33.02,35.56,60.96,33.02,35.56,63.5,35.56,43.18,83.82,134.62
0,53.34,33.02,38.1,66.04,33.02,40.64,63.5,40.64,40.64,76.2,132.08
0,50.8,33.02,45.72,63.5,38.1,43.18,73.66,53.34,53.34,96.52,147.32
0,48.26,33.02,53.34,73.66,40.64,45.72,73.66,48.26,48.26,88.9,147.32
1,50.8,27.94,30.48,50.8,22.86,33.02,53.34,33.02,27.94,58.42,111.76
1,45.72,27.94,33.02,48.26,22.86,30.48,50.8,30.48,30.48,58.42,111.76
1,50.8,27.94,35.56,55.88,25.4,33.02,53.34,33.02,30.48,63.5,111.76
1,48.26,25.4,25.4,53.34,50.8,22.86,33.02,33.02,27.94,53.34,99.06
1,53.34,35.56,30.48,55.88,58.42,33.02,45.72,40.64,38.1,60.96,121.92
1,50.8,27.94,25.4,55.88,55.88,30.48,43.18,35.56,38.1,58.42,109.22
0,48.26,25.4,27.94,53.34,27.94,25.4,38.1,27.94,38.1,53.34,101.6
